STATION,DATE,REPORT_TYPE,SOURCE,AWND,BackupDirection,BackupDistance,BackupDistanceUnit,BackupElements,BackupElevation,BackupElevationUnit,BackupEquipment,BackupLatitude,BackupLongitude,BackupName,CDSD,CLDD,DSNW,DYHF,DYTS,DailyAverageDewPointTemperature,DailyAverageDryBulbTemperature,DailyAverageRelativeHumidity,DailyAverageSeaLevelPressure,DailyAverageStationPressure,DailyAverageWetBulbTemperature,DailyAverageWindSpeed,DailyCoolingDegreeDays,DailyDepartureFromNormalAverageTemperature,DailyHeatingDegreeDays,DailyMaximumDryBulbTemperature,DailyMinimumDryBulbTemperature,DailyPeakWindDirection,DailyPeakWindSpeed,DailyPrecipitation,DailySnowDepth,DailySnowfall,DailySustainedWindDirection,DailySustainedWindSpeed,DailyWeather,HDSD,HTDD,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyPresentWeatherType,HourlyPressureChange,HourlyPressureTendency,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlySkyConditions,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindDirection,HourlyWindGustSpeed,HourlyWindSpeed,MonthlyAverageRH,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT32Temp,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithLT32Temp,MonthlyDepartureFromNormalAverageTemperature,MonthlyDepartureFromNormalCoolingDegreeDays,MonthlyDepartureFromNormalHeatingDegreeDays,MonthlyDepartureFromNormalMaximumTemperature,MonthlyDepartureFromNormalMinimumTemperature,MonthlyDepartureFromNormalPrecipitation,MonthlyDewpointTemperature,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureValueDate,MonthlyMaxSeaLevelPressureValueTime,MonthlyMaximumTemperature,MonthlyMeanTemperature,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureValueDate,MonthlyMinSeaLevelPressureValueTime,MonthlyMinimumTemperature,MonthlySeaLevelPressure,MonthlyStationPressure,MonthlyTotalLiquidPrecipitation,MonthlyTotalSnowfall,MonthlyWetBulb,NormalsCoolingDegreeDay,NormalsHeatingDegreeDay,REM,REPORT_TYPE.1,SOURCE.1,ShortDurationEndDate005,ShortDurationEndDate010,ShortDurationEndDate015,ShortDurationEndDate020,ShortDurationEndDate030,ShortDurationEndDate045,ShortDurationEndDate060,ShortDurationEndDate080,ShortDurationEndDate100,ShortDurationEndDate120,ShortDurationEndDate150,ShortDurationEndDate180,ShortDurationPrecipitationValue005,ShortDurationPrecipitationValue010,ShortDurationPrecipitationValue015,ShortDurationPrecipitationValue020,ShortDurationPrecipitationValue030,ShortDurationPrecipitationValue045,ShortDurationPrecipitationValue060,ShortDurationPrecipitationValue080,ShortDurationPrecipitationValue100,ShortDurationPrecipitationValue120,ShortDurationPrecipitationValue150,ShortDurationPrecipitationValue180,Sunrise,Sunset,WindEquipmentChangeDate,DATE_ONLY,TIME_OF_DAY
72793894274,2023-01-01 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,40.0,,,29.75,,,0.0,-0.7,25.0,46.0,34.0,200,7,0.00,,,250.0,5.0,FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD70024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):46 24 HR MAX TEMP TIME (LST):1531 24 HR MIN TEMP (F):34 24 HR MIN TEMP TIME (LST):2159 AVERAGE STATION PRESSURE:29.745 MINIMUM SEA LEVEL PRESSURE:29.96 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):7   PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):0011  FASTEST 2MIN SPEED (MPH):5  FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):0126 24 HR AVG TEMP (F):40 HEATING DEGREE DAYS:25  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):46  LATEST NIGHT MIN TEMP(1900-0800 LST):37 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1631.0,2007-05-16,2023-01-01,23:59:00
72793894274,2023-01-02 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,39.0,,,29.39,,2.3,0.0,-1.8,26.0,44.0,33.0,080,15,T,,,200.0,10.0,FG BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD72724 HR PRECIPITATION (IN):T     24 HR MAX TEMP (F):44 24 HR MAX TEMP TIME (LST):1343 24 HR MIN TEMP (F):33 24 HR MIN TEMP TIME (LST):1830 AVERAGE STATION PRESSURE:29.395 MINIMUM SEA LEVEL PRESSURE:29.67 TIME OF OCCURRENCE:1807 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):80  PEAK WIND TIME (LST):0617  FASTEST 2MIN SPEED (MPH):10 FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):1851 AVERAGE WIND SPEED (MPH):2.3  24 HR AVG TEMP (F):39 HEATING DEGREE DAYS:26  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):44  LATEST NIGHT MIN TEMP(1900-0800 LST):34 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1632.0,2007-05-16,2023-01-02,23:59:00
72793894274,2023-01-03 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,41.0,,,29.51,,0.8,0.0,0.2,24.0,46.0,35.0,160,8,0.07,,,260.0,5.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD72724 HR PRECIPITATION (IN):0.07  24 HR MAX TEMP (F):46 24 HR MAX TEMP TIME (LST):1318 24 HR MIN TEMP (F):35 24 HR MIN TEMP TIME (LST):0834 AVERAGE STATION PRESSURE:29.505 MINIMUM SEA LEVEL PRESSURE:29.75 TIME OF OCCURRENCE:0014 PEAK WIND SPEED (MPH):8   PEAK WIND DIR (DEG):160 PEAK WIND TIME (LST):0333  FASTEST 2MIN SPEED (MPH):5  FASTEST 2MIN DIR (DEG):260 FASTEST 2MIN TIME (LST):0746 AVERAGE WIND SPEED (MPH):0.8  24 HR AVG TEMP (F):41 HEATING DEGREE DAYS:24  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):46  LATEST NIGHT MIN TEMP(1900-0800 LST):35 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.01 0.01 0.04 T    0.01 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    T    0.00 0.00 0.00 0.00 0.00 T    T    T,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1633.0,2007-05-16,2023-01-03,23:59:00
72793894274,2023-01-04 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,42.0,,,29.36,,,0.0,1.1,23.0,49.0,35.0,030,23,0.12,,,20.0,15.0,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD70024 HR PRECIPITATION (IN):0.12  24 HR MAX TEMP (F):49 24 HR MAX TEMP TIME (LST):2349 24 HR MIN TEMP (F):35 24 HR MIN TEMP TIME (LST):0640 AVERAGE STATION PRESSURE:29.360 MINIMUM SEA LEVEL PRESSURE:29.42 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):23  PEAK WIND DIR (DEG):30  PEAK WIND TIME (LST):1018  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):20  FASTEST 2MIN TIME (LST):1245 24 HR AVG TEMP (F):42 HEATING DEGREE DAYS:23  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):49  LATEST NIGHT MIN TEMP(1900-0800 LST):35 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    0.01 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.01 0.03 0.05 T    0.01 0.01 T    0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1634.0,2007-05-16,2023-01-04,23:59:00
72793894274,2023-01-05 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,54.0,,,29.2,,10.2,0.0,13.0,11.0,60.0,48.0,190,38,0.01,,,200.0,24.0,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.01  24 HR MAX TEMP (F):60 24 HR MAX TEMP TIME (LST):1230 24 HR MIN TEMP (F):48 24 HR MIN TEMP TIME (LST):2359 AVERAGE STATION PRESSURE:29.200 MINIMUM SEA LEVEL PRESSURE:29.38 TIME OF OCCURRENCE:0839 PEAK WIND SPEED (MPH):38  PEAK WIND DIR (DEG):190 PEAK WIND TIME (LST):1704  FASTEST 2MIN SPEED (MPH):24 FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):1726 AVERAGE WIND SPEED (MPH):10.2 24 HR AVG TEMP (F):54 HEATING DEGREE DAYS:11  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):60  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.01 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1635.0,2007-05-16,2023-01-05,23:59:00
72793894274,2023-01-06 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,45.0,,,29.61,,3.7,0.0,3.9,20.0,50.0,39.0,200,22,0.19,,,210.0,15.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.19  24 HR MAX TEMP (F):50 24 HR MAX TEMP TIME (LST):1616 24 HR MIN TEMP (F):39 24 HR MIN TEMP TIME (LST):0645 AVERAGE STATION PRESSURE:29.610 MINIMUM SEA LEVEL PRESSURE:29.88 TIME OF OCCURRENCE:1638 PEAK WIND SPEED (MPH):22  PEAK WIND DIR (DEG):200 PEAK WIND TIME (LST):0155  FASTEST 2MIN SPEED (MPH):15 FASTEST 2MIN DIR (DEG):210 FASTEST 2MIN TIME (LST):0019 AVERAGE WIND SPEED (MPH):3.7  24 HR AVG TEMP (F):45 HEATING DEGREE DAYS:20  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):50  LATEST NIGHT MIN TEMP(1900-0800 LST):39 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 T    T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.05 0.01 T    0.02 0.02 0.02 0.03 0.04,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1636.0,2007-05-16,2023-01-06,23:59:00
72793894274,2023-01-07 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,45.0,,,29.47,,3.6,0.0,3.9,20.0,49.0,40.0,180s,21s,0.40,,,190.0,13.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):0.40  24 HR MAX TEMP (F):49 24 HR MAX TEMP TIME (LST):1847 24 HR MIN TEMP (F):40 24 HR MIN TEMP TIME (LST):2234 AVERAGE STATION PRESSURE:29.465 MINIMUM SEA LEVEL PRESSURE:29.62 TIME OF OCCURRENCE:2359 PEAK WIND SPEED (MPH):21  PEAK WIND DIR (DEG):180 PEAK WIND TIME (LST):1845  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):1903 AVERAGE WIND SPEED (MPH):3.6  24 HR AVG TEMP (F):45 HEATING DEGREE DAYS:20  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):49  LATEST NIGHT MIN TEMP(1900-0800 LST):45 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.03 0.03 0.04 0.06 0.05 0.01 0.01 0.02 0.02 0.02 0.01 0.03 0.04 0.01 0.01 0.01 T    0.00 T    0.00 T    0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,757.0,1637.0,2007-05-16,2023-01-07,23:59:00
72793894274,2023-01-08 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,46.0,,,29.33,,5.7,0.0,4.8,19.0,50.0,41.0,210,40,0.30,,,200.0,25.0,RA BR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD72724 HR PRECIPITATION (IN):0.30  24 HR MAX TEMP (F):50 24 HR MAX TEMP TIME (LST):1436 24 HR MIN TEMP (F):41 24 HR MIN TEMP TIME (LST):0014 AVERAGE STATION PRESSURE:29.325 MINIMUM SEA LEVEL PRESSURE:29.53 TIME OF OCCURRENCE:0714 PEAK WIND SPEED (MPH):40  PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1538  FASTEST 2MIN SPEED (MPH):25 FASTEST 2MIN DIR (DEG):200 FASTEST 2MIN TIME (LST):1538 AVERAGE WIND SPEED (MPH):5.7  24 HR AVG TEMP (F):46 HEATING DEGREE DAYS:19  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):50  LATEST NIGHT MIN TEMP(1900-0800 LST):40 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.01 0.03 0.04 0.03 0.03 0.01 0.01 0.04 T    0.02 T    T    0.03 0.00 0.00 0.01 0.01 0.03 T    0.00 T,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1638.0,2007-05-16,2023-01-08,23:59:00
72793894274,2023-01-09 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,49.0,,,29.2,,6.3,0.0,7.7,16.0,55.0,43.0,210,45,0.25,,,190.0,26.0,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD75124 HR PRECIPITATION (IN): 0.25 WEATHER(CODE):1  24 HR MAX TEMP (F):55 24 HR MAX TEMP TIME (LST):1137 24 HR MIN TEMP (F):43 24 HR MIN TEMP TIME (LST):0914 AVERAGE STATION PRESSURE(D):29.204 MINIMUM SEA LEVEL PRESSURE:29.35 TIME OF OCCURRENCE:0901 PEAK WIND SPEED (MPH):45  PEAK WIND DIR (DEG):210 PEAK WIND TIME (LST):1150  FASTEST 2MIN SPEED (MPH):26 FASTEST 2MIN DIR (DEG):190 FASTEST 2MIN TIME (LST):1151 AVERAGE WIND SPEED (MPH): 6.3 24 HR AVG TEMP (F):49 HEATING DEGREE DAYS: 16 COOLING DEGREE DAYS:  0 LATEST DAY MAX TEMP (0700-1900 LST): 55 LATEST NIGHT MIN TEMP(1900-0800 LST):42 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):     0.00 0.00 0.00 0.00 0.00 0.00 0.00T     0.00 0.00T     0.01T     0.04T    T     0.00T     0.08 0.05 0.03 0.03 0.01,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1640.0,2007-05-16,2023-01-09,23:59:00
72793894274,2023-01-10 23:59:00,SOD,6,,,,,,,,,,,,,,,,,,47.0,,,29.28,,5.4,0.0,5.6,18.0,52.0,41.0,020,27,T,,,20.0,17.0,RA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOD73024 HR PRECIPITATION (IN):T     24 HR MAX TEMP (F):52 24 HR MAX TEMP TIME (LST):1453 24 HR MIN TEMP (F):41 24 HR MIN TEMP TIME (LST):0749 AVERAGE STATION PRESSURE:29.280 MINIMUM SEA LEVEL PRESSURE:29.54 TIME OF OCCURRENCE:1331 PEAK WIND SPEED (MPH):27  PEAK WIND DIR (DEG):20  PEAK WIND TIME (LST):1558  FASTEST 2MIN SPEED (MPH):17 FASTEST 2MIN DIR (DEG):20  FASTEST 2MIN TIME (LST):1605 AVERAGE WIND SPEED (MPH):5.4  24 HR AVG TEMP (F):47 HEATING DEGREE DAYS:18  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):52  LATEST NIGHT MIN TEMP(1900-0800 LST):41 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):    0.00 0.00 0.00 T    0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00,SOD  ,6,,,,,,,,,,,,,,,,,,,,,,,,,756.0,1641.0,2007-05-16,2023-01-10,23:59:00
