DATE,STATION,DailyAltimeterSetting,DailyDewPointTemperature,DailyDryBulbTemperature,DailyPrecipitation,DailyPresentWeatherType,DailyPressureChange,DailyPressureTendency,DailyRelativeHumidity,DailySeaLevelPressure,DailySkyConditions,DailyStationPressure,DailyVisibility,DailyWetBulbTemperature,DailyWindDirection,DailyWindGustSpeed,DailyWindSpeed
2023-01-01,72220804224,30.082638888888887,41.0,41.0,0.0185714285714285,BR:1 ||,,,100.0,,CLR:00,30.05263888888889,10.0,41.55072463768116,0,*,0.8591549295774648
2023-01-02,72220804224,29.74555555555556,41.0,37.0,0.0185714285714285,BR:1 ||,,,97.14492753623188,,CLR:00,29.715555555555557,10.0,38.71014492753624,0,*,1.7638888888888888
2023-01-03,72220804224,29.818472222222223,39.0,43.0,0.0185714285714285,-RA:02 |RA |RA,,,86.44444444444444,,OVC:08 35,29.78847222222221,10.0,40.61111111111112,VRB,*,7.263888888888889
2023-01-04,72220804224,29.76402777777778,32.0,41.0,0.0185714285714285,-RA:02 |RA |RA,,,68.0,,CLR:00,29.734027777777783,10.0,39.25,VRB,*,6.861111111111111
2023-01-05,72220804224,29.494637681159418,37.0,48.0,0.0185714285714285,-RA:02 |RA |RA,,,60.85507246376812,,CLR:00,29.46463768115942,10.0,45.60869565217392,VRB,*,11.07246376811594
2023-01-06,72220804224,29.895416666666662,45.0,48.0,0.0185714285714285,-RA:02 |RA |RA,,,68.70833333333333,,OVC:08 110,29.865416666666665,10.0,46.72222222222222,VRB,21,10.444444444444445
2023-01-07,72220804224,29.798857142857145,46.0,46.0,0.0185714285714285,-RA:02 BR:1 |RA |RA,,,86.35714285714286,,CLR:00,29.76885714285715,10.0,46.457142857142856,VRB,*,7.1571428571428575
2023-01-08,72220804224,29.615416666666665,43.0,50.0,0.0166666666666666,-RA:02 |RA |RA,,,87.78873239436619,,CLR:00,29.58541666666666,10.0,45.971830985915496,0,24,8.208333333333334
2023-01-09,72220804224,29.52972222222222,43.0,48.0,0.02,-RA:02 |RA |RA,,,73.80555555555556,,CLR:00,29.49972222222222,10.0,44.79166666666666,VRB,*,11.01388888888889
2023-01-10,72220804224,29.64763888888889,43.0,46.0,0.01,-RA:02 |RA |RA,,,85.56338028169014,,CLR:00,29.61763888888889,10.0,45.098591549295776,VRB,*,5.180555555555555
2023-01-11,72220804224,29.807183098591548,41.0,50.0,0.03,-RA:02 |RA |RA,,,71.11267605633803,,CLR:00,29.777183098591557,10.0,44.6056338028169,VRB,*,6.901408450704225
2023-01-12,72220804224,29.775694444444444,48.0,54.0,0.015,-RA:02 |RA |RA,,,79.65277777777777,,OVC:08 39,29.74569444444445,10.0,50.888888888888886,VRB,24,11.72222222222222
2023-01-13,72220804224,29.656338028169007,50.0,54.0,0.01,-RA:02 |RA |RA,,,82.32394366197182,,OVC:08 19,29.626338028169013,10.0,51.80281690140845,170,18,10.887323943661972
2023-01-14,72220804224,29.449166666666663,46.0,52.0,0.01,-RA:02 |RA |RA,,,89.22222222222223,,CLR:00,29.419166666666666,10.0,48.138888888888886,VRB,*,6.458333333333333
2023-01-15,72220804224,29.341267605633803,46.0,46.0,0.0171428571428571,-RA:02 BR:1 |RA |RA,,,94.943661971831,,OVC:08 15,29.31126760563381,10.0,45.66197183098591,0,*,4.535211267605634
2023-01-16,72220804224,29.67361111111111,43.0,46.0,0.02,-RA:02 |RA |RA,,,87.04166666666667,,CLR:00,29.643611111111117,10.0,45.72222222222222,160,17,8.805555555555555
2023-01-17,72220804224,29.859305555555554,45.0,46.0,0.02,-RA:02 BR:1 |RA |RA,,,92.06944444444444,,OVC:08 21,29.82930555555556,10.0,45.55555555555556,160,*,10.47222222222222
2023-01-18,72220804224,29.82555555555556,43.0,48.0,0.045,-RA:02 BR:1 |RA |RA,,,91.43055555555556,,CLR:00,29.79555555555556,10.0,43.54166666666666,0,24,8.583333333333334
2023-01-19,72220804224,30.33194444444445,39.0,43.0,0.014,BR:1 ||,,,91.95714285714286,,CLR:00,30.30194444444444,10.0,38.58571428571429,180,26,4.916666666666667
2023-01-20,72220804224,30.48194444444444,36.0,41.0,0.014,BR:1 ||,,,88.84507042253522,,OVC:08 50,30.46148148148148,10.0,38.37037037037037,0,26,2.486111111111111
2023-01-21,72220804224,30.201911764705883,37.0,41.0,0.014,-RA:02 |RA |RA,,,93.6376811594203,,OVC:08 13,30.15913043478261,10.0,39.34782608695652,0,26,4.794117647058823
2023-01-22,72220804224,30.43014285714285,37.0,37.0,0.012,-RA:02 BR:1 |RA |RA,,,92.97101449275362,,CLR:00,30.39646153846154,10.0,37.5625,0,*,1.9285714285714288
2023-01-23,72220804224,30.49388888888889,39.0,41.0,0.012,-RA:02 BR:1 |RA |RA,,,89.90277777777777,,OVC:08 32,30.463888888888885,10.0,40.68055555555556,0,*,3.95774647887324
2023-01-24,72220804224,30.554166666666667,43.0,45.0,0.012,BR:1 ||,,,94.86111111111111,,OVC:08 12,30.524166666666662,9.0,43.41666666666666,170,*,8.083333333333334
2023-01-25,72220804224,30.705416666666665,43.0,45.0,0.01,BR:1 ||,,,97.98484848484848,,OVC:08 8,30.675416666666667,10.0,43.86363636363637,0,16,1.0857142857142856
2023-01-26,72220804224,30.543571428571425,43.0,45.0,0.01,BR:1 ||,,,99.1304347826087,,OVC:08 7,30.54625,10.0,44.52173913043478,0,16,5.671428571428572
2023-01-27,72220804224,30.20777777777778,45.0,45.0,0.03,|RA |,,,99.90140845070422,,OVC:08 30,30.15291666666667,10.0,44.391304347826086,0,24,3.625
2023-01-28,72220804224,30.21013888888889,45.0,45.0,0.01,-SN:03 BR:1 |SN |,,,75.3913043478261,,CLR:00,30.180138888888887,10.0,39.6231884057971,VRB,24,9.59722222222222
2023-01-29,72220804224,30.495416666666667,12.0,36.0,0.01,-SN:03 BR:1 |SN |,,,41.75,,CLR:00,30.46377049180328,10.0,27.78688524590164,VRB,20,6.847222222222222
2023-01-30,72220804224,30.41986111111111,23.0,34.0,0.01,-SN:03 BR:1 |SN |,,,73.0,,CLR:00,30.39164179104478,10.0,28.507462686567163,0,*,0.5555555555555556
2023-01-31,72220804224,30.237638888888885,37.0,36.0,0.01,-SN:03 BR:1 |SN |,,,94.46478873239435,,OVC:08 28,30.223035714285714,10.0,34.89090909090909,0,*,2.236111111111111
2023-02-01,72220804224,30.14521126760564,37.0,37.0,0.01,-RA:02 BR:1 |RA |RA,,,98.25,,CLR:00,30.115211267605623,10.0,38.75,0,*,2.0985915492957745
2023-02-02,72220804224,30.09253521126761,39.0,43.0,0.01,-RA:02 BR:1 |RA |RA,,,91.6056338028169,,CLR:00,30.0625352112676,10.0,39.36619718309859,0,*,1.3380281690140845
2023-02-03,72220804224,29.842916666666667,41.0,46.0,0.01,-RA:02 BR:1 |RA |RA,,,80.43055555555556,,CLR:00,29.81291666666667,10.0,43.18055555555556,VRB,*,9.25
2023-02-04,72220804224,29.88774647887324,46.0,48.0,0.04,-RA:02 |RA |RA,,,86.90140845070422,,OVC:08 70,29.85774647887324,10.0,48.183098591549296,170,24,12.943661971830986
2023-02-05,72220804224,29.87152777777778,46.0,46.0,0.04,-RA:02 |RA |RA,,,100.0,,BKN:07 60 OVC:08 70,29.84152777777778,10.0,46.20588235294117,0,*,4.333333333333333
2023-02-06,72220804224,30.26569444444445,48.0,48.0,0.04,-RA:02 BR:1 |RA |RA,,,100.0,,OVC:08 16,30.235694444444448,9.0,46.48611111111112,180,20,11.069444444444445
2023-02-07,72220804224,30.096250000000005,46.0,46.0,0.04,-RA:02 BR:1 |RA |RA,,,99.44444444444444,,OVC:08 16,30.06625,10.0,46.41666666666666,170,18,11.375
2023-02-08,72220804224,30.42388888888889,45.0,46.0,0.0133333333333333,-RA:02 |RA |RA,,,97.27142857142856,,CLR:00,30.39388888888889,10.0,42.81428571428572,0,*,4.861111111111111
2023-02-09,72220804224,30.14842857142857,41.0,45.0,0.0133333333333333,-RA:02 |RA |RA,,,88.9,,FEW:02 120,30.11842857142857,10.0,43.62857142857143,VRB,*,7.442857142857143
2023-02-10,72220804224,30.165774647887325,45.0,45.0,0.01,-RA:02 BR:1 |RA |RA,,,99.11764705882354,,CLR:00,30.13577464788732,10.0,45.044117647058826,180,*,6.380281690140845
2023-02-11,72220804224,30.29642857142857,41.0,45.0,0.01,BR:1 ||,,,96.75757575757576,,CLR:00,30.26642857142858,9.0,39.121212121212125,0,*,1.3623188405797102
